,idGame,nWeek,Date,year,IdTeam,FTG_asH,FT_against_H,FT_RESULT,HTG_asH,HT_against_H,HT_RESULT,Referee,Shoot_asH,Shoot_against_H,ShootTarget_asH,ShootTarget_against_H,Fouls_asH,Fouls_against_H,Corner_asH,Corner_against_H,YellowC_asH,YellowC_against_H,RedC_asH,RedC_againts_H,nWeekHome,Shoot_asH_last_3,Shoot_asH_last_6,Shoot_asH_last_10,Shoot_asH_last_infinity,ShootTarget_asH_last_3,ShootTarget_asH_last_6,ShootTarget_asH_last_10,ShootTarget_asH_last_infinity,Fouls_asH_last_3,Fouls_asH_last_6,Fouls_asH_last_10,Fouls_asH_last_infinity,Corner_asH_last_3,Corner_asH_last_6,Corner_asH_last_10,Corner_asH_last_infinity,FTG_asH_last_3,FTG_asH_last_6,FTG_asH_last_10,FTG_asH_last_infinity,HTG_asH_last_3,HTG_asH_last_6,HTG_asH_last_10,HTG_asH_last_infinity,YellowC_asH_last_3,YellowC_asH_last_6,YellowC_asH_last_10,YellowC_asH_last_infinity,RedC_asH_last_3,RedC_asH_last_6,RedC_asH_last_10,RedC_asH_last_infinity,FT_against_H_last_3,FT_against_H_last_6,FT_against_H_last_10,FT_against_H_last_infinity,HT_against_H_last_3,HT_against_H_last_6,HT_against_H_last_10,HT_against_H_last_infinity,Shoot_against_H_last_3,Shoot_against_H_last_6,Shoot_against_H_last_10,Shoot_against_H_last_infinity,ShootTarget_against_H_last_3,ShootTarget_against_H_last_6,ShootTarget_against_H_last_10,ShootTarget_against_H_last_infinity,Fouls_against_H_last_3,Fouls_against_H_last_6,Fouls_against_H_last_10,Fouls_against_H_last_infinity,Corner_against_H_last_3,Corner_against_H_last_6,Corner_against_H_last_10,Corner_against_H_last_infinity,RedC_againts_H_last_3,RedC_againts_H_last_6,RedC_againts_H_last_10,RedC_againts_H_last_infinity,YellowC_against_H_last_3,YellowC_against_H_last_6,YellowC_against_H_last_10,YellowC_against_H_last_infinity
20,Crystal Palace_Aston Villa_2015,3,2015-08-22,2015,24,2,1,Winn,0,0,Draw,K Stroud,16,11,6,2,12,15,6,4,3,3,0,0,2,,,,11.0,,,,4.0,,,,14.0,,,,6.0,,,,1.0,,,,1.0,,,,1.0,,,,0.0,,,,2.0,,,,1.0,,,,20.0,,,,7.0,,,,12.0,,,,6.0,,,,0.0,,,,1.0
21,Sunderland_Swansea_2015,3,2015-08-22,2015,38,1,1,Draw,0,1,Lost,N Swarbrick,10,20,2,9,16,9,3,4,4,2,0,0,2,,,,6.0,,,,2.0,,,,7.0,,,,6.0,,,,1.0,,,,0.0,,,,1.0,,,,0.0,,,,3.0,,,,2.0,,,,19.0,,,,6.0,,,,7.0,,,,6.0,,,,0.0,,,,2.0
22,Man United_Newcastle_2015,3,2015-08-22,2015,13,0,0,Draw,0,0,Draw,C Pawson,20,7,8,0,15,11,11,5,2,2,0,0,2,,,,9.0,,,,1.0,,,,12.0,,,,1.0,,,,1.0,,,,1.0,,,,2.0,,,,0.0,,,,0.0,,,,0.0,,,,9.0,,,,4.0,,,,12.0,,,,2.0,,,,0.0,,,,3.0
23,Norwich_Stoke_2015,3,2015-08-22,2015,14,1,1,Draw,1,1,Draw,M Dean,21,6,7,1,16,5,9,0,4,1,0,0,2,,,,17.0,,,,6.0,,,,14.0,,,,1.0,,,,1.0,,,,0.0,,,,1.0,,,,0.0,,,,3.0,,,,1.0,,,,11.0,,,,7.0,,,,20.0,,,,4.0,,,,0.0,,,,0.0
24,Leicester_Tottenham_2015,3,2015-08-22,2015,27,1,1,Draw,0,0,Draw,M Atkinson,13,19,2,6,7,14,2,7,1,4,0,0,2,,,,19.0,,,,8.0,,,,13.0,,,,6.0,,,,4.0,,,,3.0,,,,2.0,,,,0.0,,,,2.0,,,,0.0,,,,10.0,,,,5.0,,,,17.0,,,,3.0,,,,0.0,,,,4.0
25,West Ham_Bournemouth_2015,3,2015-08-22,2015,5,3,4,Lost,0,2,Lost,J Moss,10,15,4,7,8,11,5,4,0,0,1,0,2,,,,10.0,,,,3.0,,,,11.0,,,,8.0,,,,1.0,,,,0.0,,,,1.0,,,,1.0,,,,2.0,,,,2.0,,,,11.0,,,,6.0,,,,12.0,,,,4.0,,,,0.0,,,,3.0
26,Watford_Southampton_2015,3,2015-08-23,2015,39,0,0,Draw,0,0,Draw,A Marriner,13,14,0,5,10,11,5,2,0,2,0,0,2,,,,16.0,,,,5.0,,,,13.0,,,,2.0,,,,0.0,,,,0.0,,,,1.0,,,,0.0,,,,0.0,,,,0.0,,,,6.0,,,,0.0,,,,10.0,,,,4.0,,,,0.0,,,,2.0
27,West Brom_Chelsea_2015,3,2015-08-23,2015,7,2,3,Lost,1,3,Lost,M Clattenburg,15,15,6,5,9,12,8,7,2,1,0,1,2,,,,9.0,,,,2.0,,,,12.0,,,,6.0,,,,0.0,,,,0.0,,,,4.0,,,,0.0,,,,3.0,,,,2.0,,,,19.0,,,,7.0,,,,9.0,,,,6.0,,,,0.0,,,,1.0
28,Everton_Man City_2015,3,2015-08-23,2015,8,0,2,Lost,0,0,Draw,A Taylor,10,16,1,9,5,7,8,7,0,3,0,0,2,,,,10.0,,,,5.0,,,,7.0,,,,8.0,,,,2.0,,,,0.0,,,,1.0,,,,0.0,,,,2.0,,,,1.0,,,,11.0,,,,5.0,,,,13.0,,,,2.0,,,,0.0,,,,2.0
29,Arsenal_Liverpool_2015,3,2015-08-24,2015,31,0,0,Draw,0,0,Draw,M Oliver,19,15,5,8,2,13,7,8,1,4,0,0,2,,,,22.0,,,,6.0,,,,12.0,,,,5.0,,,,0.0,,,,0.0,,,,1.0,,,,0.0,,,,2.0,,,,1.0,,,,8.0,,,,4.0,,,,9.0,,,,4.0,,,,0.0,,,,3.0
30,Chelsea_Crystal Palace_2015,4,2015-08-29,2015,30,1,2,Lost,0,0,Draw,C Pawson,26,13,9,6,9,15,7,7,1,1,0,0,2,,,,11.0,,,,3.0,,,,15.0,,,,4.0,,,,2.0,,,,2.0,,,,1.0,,,,1.0,,,,2.0,,,,1.0,,,,18.0,,,,10.0,,,,16.0,,,,8.0,,,,0.0,,,,3.0
31,Stoke_West Brom_2015,4,2015-08-29,2015,22,0,1,Lost,0,1,Lost,M Oliver,13,15,5,5,4,9,6,5,1,4,2,0,2,,,,7.0,,,,1.0,,,,9.0,,,,3.0,,,,0.0,,,,0.0,,,,2.0,,,,0.0,,,,1.0,,,,0.0,,,,8.0,,,,3.0,,,,16.0,,,,5.0,,,,0.0,,,,4.0
32,Bournemouth_Leicester_2015,4,2015-08-29,2015,17,1,1,Draw,1,0,Winn,N Swarbrick,5,4,2,2,9,19,4,4,2,4,0,0,2,,,,11.0,,,,2.0,,,,13.0,,,,6.0,,,,0.0,,,,0.0,,,,3.0,,,,0.0,,,,1.0,,,,0.0,,,,7.0,,,,3.0,,,,13.0,,,,3.0,,,,0.0,,,,4.0
33,Liverpool_West Ham_2015,4,2015-08-29,2015,10,0,3,Lost,0,2,Lost,K Friend,13,12,1,5,17,11,5,7,3,1,1,1,2,,,,18.0,,,,2.0,,,,11.0,,,,6.0,,,,1.0,,,,1.0,,,,1.0,,,,0.0,,,,0.0,,,,0.0,,,,13.0,,,,2.0,,,,18.0,,,,8.0,,,,0.0,,,,4.0
34,Newcastle_Arsenal_2015,4,2015-08-29,2015,9,0,1,Lost,0,0,Draw,A Marriner,1,22,0,9,15,8,0,9,6,1,1,0,2,,,,9.0,,,,4.0,,,,9.0,,,,6.0,,,,2.0,,,,1.0,,,,2.0,,,,0.0,,,,2.0,,,,1.0,,,,15.0,,,,5.0,,,,12.0,,,,6.0,,,,0.0,,,,4.0
35,Aston Villa_Sunderland_2015,4,2015-08-29,2015,21,2,2,Draw,2,1,Winn,R Madley,21,7,6,3,10,14,5,4,2,1,0,0,2,,,,5.0,,,,1.0,,,,14.0,,,,3.0,,,,0.0,,,,0.0,,,,2.0,,,,0.0,,,,1.0,,,,1.0,,,,9.0,,,,2.0,,,,10.0,,,,5.0,,,,0.0,,,,2.0
36,Tottenham_Everton_2015,4,2015-08-29,2015,6,0,0,Draw,0,0,Draw,M Jones,20,8,6,3,20,9,6,2,4,1,0,0,2,,,,13.0,,,,7.0,,,,15.0,,,,4.0,,,,2.0,,,,2.0,,,,2.0,,,,0.0,,,,2.0,,,,0.0,,,,16.0,,,,7.0,,,,11.0,,,,3.0,,,,0.0,,,,2.0
37,Man City_Watford_2015,4,2015-08-29,2015,3,2,0,Winn,0,0,Draw,M Clattenburg,18,7,5,0,9,12,9,3,1,2,0,0,2,,,,18.0,,,,8.0,,,,19.0,,,,5.0,,,,3.0,,,,1.0,,,,4.0,,,,0.0,,,,0.0,,,,0.0,,,,10.0,,,,3.0,,,,13.0,,,,1.0,,,,0.0,,,,2.0
38,Swansea_Man United_2015,4,2015-08-30,2015,0,2,1,Winn,0,0,Draw,M Atkinson,9,11,4,4,6,15,0,1,2,2,0,0,2,,,,19.0,,,,6.0,,,,11.0,,,,4.0,,,,2.0,,,,1.0,,,,2.0,,,,0.0,,,,0.0,,,,0.0,,,,4.0,,,,2.0,,,,8.0,,,,4.0,,,,1.0,,,,1.0
39,Southampton_Norwich_2015,4,2015-08-30,2015,12,3,0,Winn,1,0,Winn,J Moss,23,6,8,1,4,12,6,4,0,0,0,1,2,,,,17.0,,,,4.0,,,,11.0,,,,9.0,,,,0.0,,,,0.0,,,,4.0,,,,0.0,,,,3.0,,,,2.0,,,,10.0,,,,4.0,,,,10.0,,,,9.0,,,,0.0,,,,2.0
40,Arsenal_Stoke_2015,5,2015-09-12,2015,31,2,0,Winn,1,0,Winn,J Moss,29,9,12,4,6,13,13,1,1,1,0,0,3,,,,20.5,,,,5.5,,,,7.0,,,,6.0,,,,0.0,,,,0.0,,,,1.0,,,,0.0,,,,1.0,,,,0.5,,,,11.5,,,,6.0,,,,11.0,,,,6.0,,,,0.0,,,,3.5
41,Man United_Liverpool_2015,5,2015-09-12,2015,13,3,1,Winn,0,0,Draw,M Oliver,9,8,3,4,6,11,4,4,1,2,0,0,3,,,,14.5,,,,4.5,,,,13.5,,,,6.0,,,,0.5,,,,0.5,,,,2.0,,,,0.0,,,,0.0,,,,0.0,,,,8.0,,,,2.0,,,,11.5,,,,3.5,,,,0.0,,,,2.5
42,Crystal Palace_Man City_2015,5,2015-09-12,2015,24,0,1,Lost,0,0,Draw,M Jones,10,21,2,7,13,13,4,4,2,3,0,0,3,,,,13.5,,,,5.0,,,,13.0,,,,6.0,,,,1.5,,,,0.5,,,,2.0,,,,0.0,,,,1.5,,,,0.5,,,,15.5,,,,4.5,,,,13.5,,,,5.0,,,,0.0,,,,2.0
43,Norwich_Bournemouth_2015,5,2015-09-12,2015,14,3,1,Winn,1,0,Winn,M Atkinson,12,7,4,2,10,11,4,4,2,3,0,0,3,,,,19.0,,,,6.5,,,,15.0,,,,5.0,,,,1.0,,,,0.5,,,,2.5,,,,0.0,,,,2.0,,,,1.0,,,,8.5,,,,4.0,,,,12.5,,,,2.0,,,,0.0,,,,0.5
44,Everton_Chelsea_2015,5,2015-09-12,2015,8,3,1,Winn,2,1,Winn,A Marriner,14,15,9,2,12,12,7,14,2,2,0,0,3,,,,10.0,,,,3.0,,,,6.0,,,,8.0,,,,1.0,,,,0.0,,,,0.5,,,,0.0,,,,2.0,,,,0.5,,,,13.5,,,,7.0,,,,10.0,,,,4.5,,,,0.0,,,,2.5
45,West Brom_Southampton_2015,5,2015-09-12,2015,7,0,0,Draw,0,0,Draw,S Attwell,8,14,1,4,5,5,4,5,1,0,0,0,3,,,,12.0,,,,4.0,,,,10.5,,,,7.0,,,,1.0,,,,0.5,,,,3.0,,,,0.0,,,,3.0,,,,2.5,,,,17.0,,,,6.0,,,,10.5,,,,6.5,,,,0.5,,,,1.0
46,Watford_Swansea_2015,5,2015-09-12,2015,39,1,0,Winn,0,0,Draw,R Madley,17,8,6,3,11,14,1,3,1,1,1,0,3,,,,14.5,,,,2.5,,,,11.5,,,,3.5,,,,0.0,,,,0.0,,,,0.5,,,,0.0,,,,0.0,,,,0.0,,,,10.0,,,,2.5,,,,10.5,,,,3.0,,,,0.0,,,,2.0
47,Sunderland_Tottenham_2015,5,2015-09-13,2015,38,0,1,Lost,0,0,Draw,C Pawson,12,15,2,4,11,12,6,8,2,1,0,0,3,,,,8.0,,,,2.0,,,,11.5,,,,4.5,,,,1.0,,,,0.0,,,,2.5,,,,0.0,,,,2.0,,,,1.5,,,,19.5,,,,7.5,,,,8.0,,,,5.0,,,,0.0,,,,2.0
48,Leicester_Aston Villa_2015,5,2015-09-13,2015,27,3,2,Winn,0,1,Lost,M Dean,21,11,6,4,8,13,4,5,2,1,0,0,3,,,,16.0,,,,5.0,,,,10.0,,,,4.0,,,,2.5,,,,1.5,,,,1.5,,,,0.0,,,,1.5,,,,0.0,,,,14.5,,,,5.5,,,,15.5,,,,5.0,,,,0.0,,,,4.0
49,West Ham_Newcastle_2015,5,2015-09-14,2015,5,2,0,Winn,1,0,Winn,A Taylor,17,14,3,4,8,11,6,7,0,2,0,0,3,,,,10.0,,,,3.5,,,,9.5,,,,6.5,,,,2.0,,,,0.0,,,,0.5,,,,1.0,,,,3.0,,,,2.0,,,,13.0,,,,6.5,,,,11.5,,,,4.0,,,,0.0,,,,1.5
50,Chelsea_Arsenal_2015,6,2015-09-19,2015,30,2,0,Winn,0,0,Draw,M Dean,22,9,7,2,12,11,5,5,3,1,0,2,3,,,,18.5,,,,6.0,,,,12.0,,,,5.5,,,,1.5,,,,1.0,,,,1.0,,,,0.5,,,,2.0,,,,0.5,,,,15.5,,,,8.0,,,,15.5,,,,7.5,,,,0.0,,,,2.0
51,Stoke_Leicester_2015,6,2015-09-19,2015,22,2,2,Draw,2,0,Winn,A Marriner,11,12,4,5,7,12,3,4,1,4,0,0,3,,,,10.0,,,,3.0,,,,6.5,,,,4.5,,,,0.0,,,,0.0,,,,1.5,,,,1.0,,,,1.0,,,,0.5,,,,11.5,,,,4.0,,,,12.5,,,,5.0,,,,0.0,,,,4.0
52,Swansea_Everton_2015,6,2015-09-19,2015,0,0,0,Draw,0,0,Draw,S Attwell,12,17,3,2,12,11,2,4,2,2,0,1,3,,,,14.0,,,,5.0,,,,8.5,,,,2.0,,,,2.0,,,,0.5,,,,2.0,,,,0.0,,,,0.5,,,,0.0,,,,7.5,,,,3.0,,,,11.5,,,,2.5,,,,0.5,,,,1.5
53,Bournemouth_Sunderland_2015,6,2015-09-19,2015,17,2,0,Winn,2,0,Winn,K Friend,15,9,5,2,14,15,7,3,2,4,0,1,3,,,,8.0,,,,2.0,,,,11.0,,,,5.0,,,,0.5,,,,0.5,,,,2.5,,,,0.0,,,,1.0,,,,0.0,,,,5.5,,,,2.5,,,,16.0,,,,3.5,,,,0.0,,,,4.0
54,Aston Villa_West Brom_2015,6,2015-09-19,2015,21,0,1,Lost,0,1,Lost,M Atkinson,13,11,3,6,10,11,2,7,2,3,0,0,3,,,,13.0,,,,3.5,,,,12.0,,,,4.0,,,,1.0,,,,1.0,,,,2.0,,,,0.0,,,,1.5,,,,1.0,,,,8.0,,,,2.5,,,,12.0,,,,4.5,,,,0.0,,,,1.5
55,Man City_West Ham_2015,6,2015-09-19,2015,3,1,2,Lost,1,2,Lost,R Madley,27,6,8,3,10,7,16,3,1,2,0,0,3,,,,18.0,,,,6.5,,,,14.0,,,,7.0,,,,2.5,,,,0.5,,,,2.5,,,,0.0,,,,0.0,,,,0.0,,,,8.5,,,,1.5,,,,12.5,,,,2.0,,,,0.0,,,,2.0
56,Newcastle_Watford_2015,6,2015-09-19,2015,9,1,2,Lost,0,2,Lost,R East,15,13,5,4,8,12,5,5,1,2,0,0,3,,,,5.0,,,,2.0,,,,12.0,,,,3.0,,,,1.0,,,,0.5,,,,4.0,,,,0.5,,,,1.5,,,,0.5,,,,18.5,,,,7.0,,,,10.0,,,,7.5,,,,0.0,,,,2.5
57,Southampton_Man United_2015,6,2015-09-20,2015,12,2,3,Lost,1,1,Draw,M Clattenburg,15,10,8,3,6,13,5,5,2,0,0,0,3,,,,20.0,,,,6.0,,,,7.5,,,,7.5,,,,1.5,,,,0.5,,,,2.0,,,,0.0,,,,1.5,,,,1.0,,,,8.0,,,,2.5,,,,11.0,,,,6.5,,,,0.5,,,,1.0
58,Liverpool_Norwich_2015,6,2015-09-20,2015,10,1,1,Draw,0,0,Draw,A Taylor,23,7,7,2,4,13,6,2,1,2,0,0,3,,,,15.5,,,,1.5,,,,14.0,,,,5.5,,,,0.5,,,,0.5,,,,2.0,,,,0.5,,,,1.5,,,,1.0,,,,12.5,,,,3.5,,,,14.5,,,,7.5,,,,0.5,,,,2.5
59,Tottenham_Crystal Palace_2015,6,2015-09-20,2015,6,1,0,Winn,0,0,Draw,M Oliver,22,12,6,4,9,11,6,5,1,2,0,0,3,,,,16.5,,,,6.5,,,,17.5,,,,5.0,,,,1.0,,,,1.0,,,,3.0,,,,0.0,,,,1.0,,,,0.0,,,,12.0,,,,5.0,,,,10.0,,,,2.5,,,,0.0,,,,1.5
60,Newcastle_Chelsea_2015,7,2015-09-26,2015,9,2,2,Draw,1,0,Winn,M Atkinson,11,16,5,4,12,15,4,6,1,2,0,0,4,8.33,,,8.33,3.0,,,3.0,10.67,,,10.67,3.67,,,3.67,1.0,,,1.0,0.33,,,0.33,3.0,,,3.0,0.33,,,0.33,1.67,,,1.67,1.0,,,1.0,16.67,,,16.67,6.0,,,6.0,10.67,,,10.67,6.67,,,6.67,0.0,,,0.0,2.33,,,2.33
61,Liverpool_Aston Villa_2015,7,2015-09-26,2015,10,3,2,Winn,1,0,Winn,J Moss,21,10,12,4,8,13,11,1,0,0,0,0,4,18.0,,,18.0,3.33,,,3.33,10.67,,,10.67,5.67,,,5.67,0.67,,,0.67,0.33,,,0.33,1.67,,,1.67,0.33,,,0.33,1.33,,,1.33,0.67,,,0.67,10.67,,,10.67,3.0,,,3.0,14.0,,,14.0,5.67,,,5.67,0.33,,,0.33,2.33,,,2.33
62,Southampton_Swansea_2015,7,2015-09-26,2015,12,3,1,Winn,1,0,Winn,R East,18,11,7,4,18,14,4,3,3,1,0,0,4,18.33,,,18.33,6.67,,,6.67,7.0,,,7.0,6.67,,,6.67,1.67,,,1.67,0.67,,,0.67,2.0,,,2.0,0.0,,,0.0,2.0,,,2.0,1.0,,,1.0,8.67,,,8.67,2.67,,,2.67,11.67,,,11.67,6.0,,,6.0,0.33,,,0.33,0.67,,,0.67
63,Tottenham_Man City_2015,7,2015-09-26,2015,6,4,1,Winn,1,1,Draw,M Clattenburg,15,22,8,8,17,6,5,9,5,1,0,0,4,18.33,,,18.33,6.33,,,6.33,14.67,,,14.67,5.33,,,5.33,1.0,,,1.0,0.67,,,0.67,2.33,,,2.33,0.0,,,0.0,0.67,,,0.67,0.0,,,0.0,12.0,,,12.0,4.67,,,4.67,10.33,,,10.33,3.33,,,3.33,0.0,,,0.0,1.67,,,1.67
64,Man United_Sunderland_2015,7,2015-09-26,2015,13,3,0,Winn,1,0,Winn,M Jones,12,9,7,4,12,17,5,2,0,3,0,0,4,12.67,,,12.67,4.0,,,4.0,11.0,,,11.0,5.33,,,5.33,1.33,,,1.33,0.33,,,0.33,1.67,,,1.67,0.0,,,0.0,0.33,,,0.33,0.0,,,0.0,8.0,,,8.0,2.67,,,2.67,11.33,,,11.33,3.67,,,3.67,0.0,,,0.0,2.33,,,2.33
65,West Ham_Norwich_2015,7,2015-09-26,2015,5,2,2,Draw,1,1,Draw,M Dean,19,16,7,7,7,17,7,5,0,0,0,0,4,12.33,,,12.33,3.33,,,3.33,9.0,,,9.0,6.33,,,6.33,2.0,,,2.0,0.33,,,0.33,0.33,,,0.33,0.67,,,0.67,2.0,,,2.0,1.33,,,1.33,13.33,,,13.33,5.67,,,5.67,11.33,,,11.33,5.0,,,5.0,0.0,,,0.0,1.67,,,1.67
